CHAPTERS BELOW 13 SCREENS
=========================
Computer Science | 100-days-of-code-the-complete-python-pro-bootcamp | 100 Days of Code: The Complete Python Pro Bootcamp | module=1 chapter=1 | Getting Started with Python: Installation and Your First Program | expected=9 stored=9 | course_imported=2026-09-02T11:57:39.241Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=6 chapter=2 | Deploying Applications with Kubernetes: Pods and Deployments | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=6 chapter=3 | Exposing Applications with Kubernetes: Services and Ingress | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=6 chapter=4 | Managing Configuration and Storage in Kubernetes: ConfigMaps, Secrets, and Volumes | expected=8 stored=8 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=6 chapter=5 | Scaling and Monitoring Kubernetes Deployments | expected=8 stored=8 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=1 chapter=1 | What is Data Science? | expected=10 stored=10 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=1 chapter=2 | The Data Science Lifecycle | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=1 chapter=3 | Data Scientist's Toolkit: Languages and Environments | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=2 chapter=1 | Python Basics for Data Science | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=2 chapter=2 | Working with NumPy for Numerical Operations | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=2 chapter=3 | Data Manipulation with Pandas DataFrames | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=3 chapter=3 | Working with Non-Relational (NoSQL) Databases | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=3 chapter=4 | Data Collection Techniques and APIs | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=4 chapter=1 | Introduction to Data Exploration and Descriptive Statistics | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=4 chapter=2 | Data Cleaning and Preprocessing for Visualization | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=4 chapter=3 | Fundamentals of Data Visualization with Matplotlib and Seaborn | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=4 chapter=4 | Advanced Visualization Techniques and Storytelling | expected=10 stored=10 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=5 chapter=1 | Understanding Machine Learning: Core Concepts and Types | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=5 chapter=2 | Supervised Learning: Regression Fundamentals | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=5 chapter=3 | Supervised Learning: Classification Algorithms | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=5 chapter=4 | Model Evaluation and Improvement | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=5 chapter=5 | Introduction to Unsupervised Learning: Clustering | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=6 chapter=1 | Introduction to MLOps: Model Deployment and Monitoring | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=6 chapter=2 | Working with Big Data: Apache Spark for Scalable Data Processing | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=6 chapter=3 | Fundamentals of Deep Learning and Neural Networks | expected=11 stored=11 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=6 chapter=4 | AI Ethics, Bias, and Responsible AI Practices | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-data-science-professional-certificate | IBM Data Science Professional Certificate | module=6 chapter=5 | Capstone Project: Integrating Data Science Skills | expected=12 stored=12 | course_imported=2026-09-15T12:03:45.221Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=1 chapter=1 | Introduction to Web Development and HTML Structure | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=1 chapter=2 | Text and Semantic HTML | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=1 chapter=3 | Links and Images | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=2 chapter=1 | Introduction to CSS and Basic Selectors | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=2 chapter=2 | The CSS Box Model and Layout Fundamentals | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=2 chapter=3 | Styling Text, Colors, and Backgrounds | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=3 chapter=1 | Introduction to JavaScript and Basic Syntax | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=3 chapter=2 | Control Flow and Functions | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=3 chapter=3 | Working with Arrays and Objects | expected=8 stored=8 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=3 chapter=4 | Document Object Model (DOM) Manipulation | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=4 chapter=1 | Asynchronous JavaScript: Callbacks, Promises, and Async/Await | expected=8 stored=8 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=4 chapter=2 | Error Handling and Debugging in JavaScript | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=4 chapter=3 | Advanced DOM Manipulation and Event Delegation | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=4 chapter=4 | Working with Web APIs: Fetch and Local Storage | expected=8 stored=8 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=5 chapter=1 | Introduction to React and JSX | expected=8 stored=8 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=5 chapter=2 | Components, Props, and State | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=5 chapter=3 | Handling Events and Conditional Rendering | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=5 chapter=4 | The Component Lifecycle and `useEffect` Hook | expected=8 stored=8 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=5 chapter=5 | React Router and Basic Navigation | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=6 chapter=1 | React Router for Navigation | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=6 chapter=2 | State Management with Context API & Reducers | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=6 chapter=3 | Fetching Data with React Query/SWR | expected=9 stored=9 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=6 chapter=4 | Testing React Applications | expected=8 stored=8 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-front-end-developer-professional-certificate | IBM Front-End Developer Professional Certificate | module=6 chapter=5 | Deployment Strategies for React Apps | expected=8 stored=8 | course_imported=2026-09-06T17:56:32.077Z
Computer Science | ibm-full-stack-software-developer-professional-certificate | IBM Full-Stack Software Developer Professional Certificate | module=1 chapter=1 | The Internet, the Web, and Web Development Fundamentals | expected=9 stored=9 | course_imported=2026-09-06T17:56:38.326Z
Computer Science | ibm-full-stack-software-developer-professional-certificate | IBM Full-Stack Software Developer Professional Certificate | module=1 chapter=2 | Structuring Web Content with HTML | expected=8 stored=8 | course_imported=2026-09-06T17:56:38.326Z
